obs	sector	hdd	choice	conv_year	house_type	constr_year	nb_rooms	nb_pers	own_rent	surface	age	income	op_cost.1	op_cost.2	op_cost.3	op_cost.4	op_cost.5	op_cost.6	op_cost.7	op_cost.8	op_cost.9	fix_cost.1	fix_cost.2	fix_cost.3	fix_cost.4	fix_cost.5	fix_cost.6	fix_cost.7	fix_cost.8	fix_cost.9	cost_inc1	cost_inc2	cost_inc3	cost_inc4	cost_inc5	cost_inc6	cost_inc7	cost_inc8	cost_inc9	avail.1	avail.2	avail.3	avail.4	avail.5	avail.6	avail.7	avail.8	avail.9
1557	1	5.026	7	0	2	11	7	2	1	3.25	3.2	7.5	0	0	1.997382	1.934278	2.310849	2.25493	1.860973	1.327362	1.72757	0	0	1.227736	0.995478	0.981712	0.749454	0.586828	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	4.40121	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1558	1	5.026	7	0	2	10	4	2	1	0.8	2.8	5.5	0	0	1.160455	1.097351	1.343663	1.287744	1.048666	0.724837	0.967709	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	6.741379	5.46396	5.399415	4.121996	0.6862302	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1559	1	5.026	7	0	2	11	3	2	1	2.25	3.8	4.5	0	0	1.148378	1.085275	1.334833	1.278915	1.032656	0.6991	0.949267	0	0	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	0	0	5.396499	4.438434	4.301574	3.34351	0.44287	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1560	1	5.026	7	0	2	10	7	3	1	3.25	3.2	3.75	0	0	1.749873	1.646409	2.068786	1.969671	1.482376	0.947776	1.348726	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	4.604011	3.733043	3.68142	2.810452	0.6917813	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1561	1	5.026	7	0	2	10	9	2	1	2.25	3.8	7.5	0	0	1.718344	1.65524	2.055907	1.999987	1.533634	0.901962	1.375716	0	0	1.203284	0.99038	0.955905	0.743002	0.217827	0.582491	0.677317	0	0	9.024627	7.427853	7.169291	5.572516	1.633705	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1562	1	5.026	7	0	2	10	3	2	1	1.75	3.2	3.75	0	0	1.102982	1.049828	1.279435	1.232332	1.002952	0.692259	0.925279	0	0	1.225028	0.99277	0.981712	0.749454	0.104867	0.588943	0.683768	0	0	4.593856	3.722889	3.68142	2.810452	0.3932519	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1563	1	5.026	7	0	2	11	4	2	1	1.75	3.2	3.75	0	0	1.164088	1.100986	1.359353	1.303435	1.042578	0.689249	0.954245	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	4.499621	3.701234	3.584646	2.786258	0.4436907	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1564	1	5.026	7	0	2	12	4	2	1	0.8	5.8	2.75	0	0	1.177389	1.122295	1.371039	1.322218	1.06815	0.724018	0.982117	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.299722	2.714238	2.62874	2.043256	0.3253732	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1565	1	5.026	7	0	2	10	7	2	1	1.25	3.2	7.5	0	0	1.459837	1.396733	1.730842	1.674923	1.304761	0.803382	1.179417	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1566	1	5.026	7	0	2	11	8	4	1	1.75	3.8	5.5	0	0	1.944916	1.823861	2.275603	2.16833	1.71949	1.111542	1.567503	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	6.756272	5.478853	5.399415	4.121996	1.124073	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1567	1	5.026	7	0	2	11	5	2	1	1.25	2.8	4.5	0	0	1.236196	1.173093	1.449578	1.393659	1.106794	0.718237	1.009655	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	0.6219877	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1568	1	5.026	7	0	2	9	9	4	1	1.75	2.8	4.5	0	0	2.094221	1.983115	2.454708	2.356252	1.87081	1.213285	1.706429	0	0	1.203284	0.99038	0.955905	0.743002	0.217827	0.582491	0.677317	0	0	5.414776	4.456712	4.301574	3.34351	0.980223	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1569	1	5.026	7	0	2	11	10	4	1	1.75	3.2	5.5	0	0	2.161023	2.031959	2.546102	2.431733	1.902289	1.185163	1.723007	0	0	1.229767	0.997509	0.981712	0.749454	0.244181	0.588943	0.683768	0	0	6.763718	5.486299	5.399415	4.121996	1.342995	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1570	1	5.026	7	0	2	11	7	3	2	3.25	3.2	2.25	0	0	1.753747	1.667614	2.063374	1.987047	1.56844	1.00144	1.42669	0	0	1.20193	0.989026	0.955905	0.743002	0.720082	0.582491	0.677317	0	0	2.704342	2.22531	2.150787	1.671755	1.620185	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1571	1	5.026	7	0	2	9	11	4	1	3.25	3.2	7.5	0	0	2.543676	2.414612	2.99836	2.88399	2.265276	1.427235	2.055766	0	0	1.230444	0.998186	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.22833	7.486394	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1572	1	5.026	7	0	2	11	5	4	1	1.25	3.2	4.5	0	0	1.524106	1.395042	1.75888	1.644511	1.326935	0.896783	1.219397	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1573	1	5.026	7	0	2	10	8	4	1	1.75	3.8	3.75	0	0	1.935997	1.824891	2.267873	2.169417	1.720577	1.112629	1.56859	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	4.509775	3.711388	3.584646	2.786258	0.7422201	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1574	1	5.026	7	0	2	9	6	4	1	1.75	2.8	3.75	0	0	1.705872	1.576809	1.975174	1.860805	1.498135	1.006902	1.375327	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	4.504698	3.706311	3.584646	2.786258	0.5929554	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1575	1	5.026	7	0	2	9	9	4	1	3.25	3.8	7.5	0	0	2.087422	1.966366	2.469919	2.362646	1.833007	1.115617	1.653659	0	0	1.203284	0.99038	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	9.024627	7.427853	7.169291	5.572516	4.316058	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1576	1	5.026	7	0	2	11	5	3	1	1.25	2.8	1.75	0	0	1.371553	1.28542	1.596295	1.519968	1.218747	0.810746	1.116747	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.101008	1.728427	1.672835	1.300254	0.2418841	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1577	1	5.026	7	0	2	9	5	2	1	1.75	3.2	5.5	0	0	1.368143	1.313049	1.595742	1.54692	1.249727	0.847183	1.149091	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1578	1	5.026	7	5	2	8	5	6	1	0.8	4.2	2.25	0	0	1.856287	1.661264	2.112436	1.939617	1.595829	1.130172	1.479415	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1579	1	5.026	7	0	2	9	5	3	2	2.25	3.2	2.25	0	0	1.429098	1.333016	1.665476	1.580333	1.260456	0.827186	1.152139	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1580	1	5.026	7	0	13	9	3	1	2	1.25	5.3	2.75	0	0	0.861903	0.828923	0.993365	0.96414	0.799346	0.576135	0.743544	0	0	1.225028	0.99277	0.981712	0.749454	0.726534	0.588943	0.683768	0	0	3.368828	2.730119	2.699708	2.060998	1.997968	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1581	1	5.026	7	7	2	3	7	3	1	1.75	2.8	2.75	0	0	1.72614	1.63322	2.026256	1.945199	1.551268	0.986315	1.41003	0	0	1.20193	0.989026	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	3.305307	2.719823	2.62874	2.043256	1.582555	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1582	1	5.026	7	0	2	11	8	4	1	2.25	4.8	4.5	0	0	1.916312	1.787249	2.249631	2.135262	1.67622	1.054454	1.520779	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	0.8906641	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1583	1	5.026	7	0	2	10	5	3	1	2.25	3.2	7.5	0	0	1.398521	1.312386	1.634899	1.55857	1.238693	0.805423	1.130376	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	9.197867	7.455932	7.362839	5.620903	1.085033	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1584	1	5.026	7	0	2	9	6	2	1	0.8	6.2	1.75	0	0	1.448472	1.391236	1.715332	1.660503	1.255336	0.810839	1.144212	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	2.102192	1.729612	1.672835	1.300254	0.2767125	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1585	1	5.026	7	5	13	2	4	2	2	0.8	3.2	2.75	0	0	0.974923	0.931265	1.125593	1.087508	0.902595	0.637402	0.836297	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.299722	2.714238	2.62874	2.043256	0.3253732	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1586	1	5.026	7	7	13	1	5	3	1	0.8	2.8	4.5	0	0	1.163222	1.087668	1.346456	1.280547	1.045512	0.708436	0.961243	0	0	1.103802	0.974769	0.859131	0.730099	0.125316	0.569588	0.664414	0	0	4.967107	4.386462	3.866091	3.285445	0.5639231	2.563145	2.989861	0	0	1	1	1	1	1	1	1
1587	1	5.026	7	0	2	12	7	4	1	2.25	3.8	7.5	0	0	1.872446	1.75139	2.180061	2.072788	1.65902	1.098575	1.518908	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1588	1	5.026	7	0	2	9	5	2	1	2.25	3.2	2.75	0	0	1.314077	1.260923	1.543569	1.496468	1.190946	0.777121	1.08749	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.3801036	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1589	1	5.026	7	5	13	1	2	3	2	0.8	3.2	2.75	0	0	0.810339	0.727041	0.914607	0.841943	0.710564	0.522147	0.66346	0	0	1.198545	0.985642	0.955905	0.743002	0.078514	0.582491	0.677317	0	0	3.295999	2.710515	2.62874	2.043256	0.2159124	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1590	1	5.026	7	0	2	10	8	5	1	1.75	3.2	4.5	0	0	2.077646	1.915602	2.414885	2.271291	1.811093	1.187761	1.65526	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	0.8906641	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1591	1	5.026	7	0	2	10	4	2	1	1.75	2.8	4.5	0	0	1.127965	1.074811	1.321838	1.274735	1.015876	0.665255	0.928221	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	5.399545	4.441481	4.301574	3.34351	0.5324288	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1592	1	5.026	7	0	2	11	5	2	1	1.25	4.8	7.5	0	0	1.263903	1.200799	1.484246	1.428327	1.131468	0.729377	1.030946	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	9.004318	7.407545	7.169291	5.572516	1.036646	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1593	1	5.026	7	0	2	9	5	2	1	1.75	3.2	3.25	0	0	1.234242	1.181088	1.454818	1.407716	1.110523	0.707979	1.009887	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.901871	3.209936	3.106693	2.414757	0.4492133	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1594	1	5.026	7	6	13	3	3	2	2	0.8	8.4	2.25	0	0	0.791165	0.739762	0.923174	0.878333	0.704928	0.45624	0.642756	0	0	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	0	0	2.698249	2.219217	2.150787	1.671755	0.221435	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1595	1	5.026	7	0	2	9	6	5	1	1.75	3.2	4.5	0	0	1.955914	1.801878	2.243631	2.107133	1.728108	1.214724	1.599762	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1596	1	5.026	7	0	2	10	5	2	1	1.75	4.2	5.5	0	0	1.303443	1.240339	1.528858	1.472939	1.17075	0.761438	1.068422	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1597	1	5.026	7	0	2	10	5	2	1	1.25	3.8	5.5	0	0	1.306795	1.243691	1.526772	1.470853	1.178991	0.783667	1.08016	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1598	1	5.026	7	0	2	9	4	1	1	0.8	2.8	2.25	0	0	0.971308	0.938328	1.141402	1.112177	0.887454	0.583069	0.811358	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	2.699773	2.22074	2.150787	1.671755	0.2662144	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1599	1	5.026	7	0	2	10	6	5	1	1.25	3.2	3.75	0	0	2.169841	2.015806	2.465524	2.329026	1.956942	1.452958	1.830946	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	4.504698	3.706311	3.584646	2.786258	0.5929554	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1600	1	5.026	7	0	13	9	4	2	2	1.25	3.2	1.75	0	0	1.02422	0.971068	1.182317	1.135216	0.931612	0.655833	0.862668	0	0	1.199899	0.986996	0.955905	0.743002	0.720082	0.582491	0.677317	0	0	2.099823	1.727242	1.672835	1.300254	1.260144	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1601	1	5.026	7	0	2	9	6	2	1	1.25	2.8	1.25	0	0	1.373673	1.32052	1.61814	1.571039	1.244021	0.801078	1.133285	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	1.501566	1.235437	1.194882	0.9287528	0.1976518	0.7281136	0.8466461	0	0	1	1	1	1	1	1	1
1602	1	5.026	7	0	3	11	4	2	2	0.8	8.4	1.75	0	0	1.190284	1.127182	1.380989	1.325072	1.075232	0.736827	0.990631	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	2.099823	1.727242	1.672835	1.300254	0.2070557	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1603	1	5.026	7	0	2	11	7	4	1	1.25	5.3	7.5	0	0	1.884858	1.755793	2.189406	2.075036	1.665671	1.11119	1.52705	0	0	1.105156	0.976123	0.859131	0.730099	0.16512	0.569588	0.664414	0	0	8.288667	7.320924	6.443484	5.475742	1.238401	4.271908	4.983102	0	0	1	1	1	1	1	1	1
1604	1	5.026	7	0	2	11	6	2	1	1.75	4.8	5.5	0	0	1.475972	1.412869	1.733594	1.677675	1.333724	0.867845	1.217254	0	0	1.201253	0.98835	0.955905	0.743002	0.580376	0.582491	0.677317	0	0	6.60689	5.435923	5.25748	4.086512	3.19207	3.2037	3.725243	0	0	1	1	1	1	1	1	1
1605	1	5.026	7	0	2	9	7	2	1	2.25	3.2	7.5	0	0	1.602439	1.547345	1.902885	1.854063	1.446684	0.894894	1.308737	0	0	1.227736	0.995478	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1606	1	5.026	7	0	2	9	5	3	1	1.25	3.2	4.5	0	0	1.461475	1.3734	1.691913	1.613866	1.310646	0.899938	1.207969	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1607	1	5.026	7	0	2	9	7	4	1	1.75	3.2	4.5	0	0	1.830366	1.711251	2.144912	2.039359	1.609218	1.026596	1.463562	0	0	1.20193	0.989026	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	5.408684	4.450619	4.301574	3.34351	2.589635	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1608	1	5.026	7	0	2	10	5	2	1	1.75	3.2	7.5	0	0	1.289591	1.226487	1.511526	1.455607	1.158414	0.75587	1.057778	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	9.197867	7.455932	7.362839	5.620903	1.085033	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1609	1	5.026	7	0	2	10	5	2	1	0.8	2.1	2.25	0	0	1.213077	1.157985	1.420557	1.371737	1.095865	0.722199	1.002448	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1610	1	5.026	7	0	2	11	10	6	1	3.25	4.2	7.5	0	0	2.474484	2.287468	2.892143	2.726419	2.150774	1.37107	1.955848	0	0	1.229767	0.997509	0.981712	0.749454	0.586828	0.588943	0.683768	0	0	9.223252	7.481317	7.362839	5.620903	4.40121	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1611	1	5.026	7	5	13	3	4	2	1	2.25	8.4	2.25	0	0	1.178472	1.127069	1.368963	1.324122	1.085731	0.743844	1.000259	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	2.699773	2.22074	2.150787	1.671755	0.2662144	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1612	1	5.026	7	5	2	2	4	4	1	2.25	4.2	4.5	0	0	1.588332	1.473139	1.835459	1.734971	1.415543	0.957436	1.301016	0	0	1.225705	0.993447	0.981712	0.749454	0.193004	0.588943	0.683768	0	0	5.515674	4.470513	4.417704	3.372542	0.8685199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1613	1	5.026	7	6	2	7	8	1	1	1.25	6.8	4.5	0	0	1.585673	1.552693	1.898987	1.869762	1.44391	0.867098	1.299707	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	0.8906641	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1614	1	5.026	7	0	13	9	4	1	2	1.25	3.8	5.5	0	0	0.881269	0.848288	1.028739	0.999514	0.807268	0.546873	0.742169	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	6.599444	5.428476	5.25748	4.086512	0.6507464	3.2037	3.725243	0	0	1	1	1	1	1	1	1
1615	1	5.026	7	0	2	11	7	3	1	1.75	3.2	7.5	0	0	1.695147	1.607072	1.999693	1.921646	1.50586	0.942683	1.365066	0	0	1.227736	0.995478	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1616	1	5.026	7	0	4	11	7	4	2	1.75	5.8	3.25	0	0	1.738095	1.609032	2.026637	1.912268	1.517507	0.982808	1.383832	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	3.990143	3.235304	3.190564	2.435725	0.5995438	1.914063	2.222248	0	0	1	1	1	1	1	1	1
1617	1	5.026	7	0	3	10	5	3	2	1.25	3.8	4.5	0	0	1.318874	1.230799	1.533742	1.455695	1.166696	0.775251	1.068835	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	0.6219877	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1618	1	5.026	7	0	2	9	8	5	1	1.75	3.8	2.25	0	0	2.12663	1.982545	2.471221	2.34354	1.880345	1.252952	1.723497	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	2.763929	2.241349	2.208852	1.686271	0.4598482	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1619	1	5.026	7	0	2	9	5	3	1	0.8	3.2	3.25	0	0	1.331554	1.24542	1.551107	1.47478	1.179056	0.778501	1.078917	0	0	1.200576	0.987673	0.955905	0.743002	0.720082	0.582491	0.677317	0	0	3.901871	3.209936	3.106693	2.414757	2.340267	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1620	1	5.026	7	0	2	9	5	3	1	1.25	6.8	1.25	0	0	1.48953	1.393448	1.729949	1.644807	1.323599	0.888527	1.214831	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	1.532978	1.242655	1.22714	0.9368173	0.1808389	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
1621	1	5.026	7	0	2	11	4	2	1	1.75	2.8	4.5	0	0	1.127965	1.074811	1.321838	1.274735	1.015876	0.665255	0.928221	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	5.399545	4.441481	4.301574	3.34351	0.5324288	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1622	1	5.026	7	6	2	4	6	3	1	0.8	3.2	4.5	0	0	1.522679	1.429758	1.770896	1.689838	1.368889	0.908602	1.253818	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1623	1	5.026	7	0	13	10	4	1	2	1.75	4.2	2.75	0	0	0.940434	0.907454	1.097908	1.068683	0.864028	0.586824	0.794727	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.299722	2.714238	2.62874	2.043256	0.3253732	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1624	1	5.026	7	6	2	2	7	6	1	1.75	4.8	3.25	0	0	2.023593	1.844611	2.339703	2.18357	1.76323	1.160402	1.612523	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	3.990143	3.235304	3.190564	2.435725	0.5995438	1.914063	2.222248	0	0	1	1	1	1	1	1	1
1625	1	5.026	7	0	3	9	4	3	2	1.25	3.2	3.25	0	0	1.254831	1.168697	1.443964	1.367637	1.120054	0.784705	1.036217	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.899671	3.207736	3.106693	2.414757	0.3845319	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1626	1	5.026	7	0	13	11	5	4	2	0.8	3.2	2.25	0	0	1.405577	1.284523	1.605614	1.498343	1.235106	0.878554	1.145968	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1627	1	5.026	7	0	2	9	10	4	1	3.25	3.8	4.5	0	0	2.298928	2.169864	2.713795	2.599426	2.029171	1.256768	1.836071	0	0	1.229767	0.997509	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	5.533951	4.48879	4.417704	3.372542	2.618667	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1628	1	5.026	7	0	2	10	7	4	1	1.75	3.2	7.5	0	0	1.822738	1.693673	2.121402	2.007032	1.60221	1.053884	1.465129	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1629	1	5.026	7	0	2	11	8	4	1	1.25	4.2	5.5	0	0	1.904042	1.782987	2.230739	2.123466	1.677834	1.074229	1.526932	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	6.756272	5.478853	5.399415	4.121996	1.124073	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1630	1	5.342	7	0	2	12	4	2	1	1.25	3.2	2.75	0	0	1.150367	1.087265	1.337322	1.281405	1.034427	0.699899	0.950795	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.299722	2.714238	2.62874	2.043256	0.3253732	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1631	1	5.342	7	0	2	9	8	2	1	3.25	4.2	3.75	0	0	1.675292	1.612189	1.999	1.943082	1.497837	0.894758	1.347067	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	4.606549	3.735581	3.68142	2.810452	0.7664137	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1632	1	5.342	7	6	13	3	6	2	2	1.25	4.2	7.5	0	0	1.31889	1.257863	1.541409	1.488173	1.203062	0.794172	1.10084	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	1.234298	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1633	1	5.048	7	0	2	10	6	4	1	2.25	3.2	2.25	0	0	1.699058	1.569995	1.972929	1.858561	1.486811	0.98328	1.360928	0	0	1.201253	0.98835	0.955905	0.743002	0.580376	0.582491	0.677317	0	0	2.702819	2.223787	2.150787	1.671755	1.305847	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1634	1	5.048	7	0	4	9	5	3	1	1.25	2.8	2.25	0	0	1.722402	1.644277	1.955177	1.885947	1.607828	1.231119	1.513651	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1635	1	5.048	7	0	2	9	5	2	1	1.75	3.2	4.5	0	0	1.361046	1.307892	1.602339	1.555237	1.232775	0.796004	1.123582	0	0	1.226382	0.994124	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	2.618667	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1636	1	5.048	7	0	2	11	4	2	1	1.75	3.2	2.75	0	0	1.21434	1.161187	1.413911	1.366809	1.106193	0.753192	1.017943	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.299722	2.714238	2.62874	2.043256	0.3253732	1.60185	1.862621	0	0	1	1	1	1	1	1	1
